자재명,단위,현재단가,공시일자,자재분류,품목분류,부가세여부,시황성자재
"육각볼트, M16×45",개,226.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M16×40",개,215.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M16×70",개,291.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M8×120",개,138.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M6×40",개,23.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M8×90",개,89.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M18×85",개,536.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"일반구조용압연강판, 6.0≤t<9.0mm, kg",kg,883.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용압연강판,부가가치세별도,False
"육각볼트, M8×110",개,129.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M6×25",개,18.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M6×30",개,19.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M8×100",개,94.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M6×20",개,16.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M8×65",개,65.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M8×55",개,50.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M8×70",개,67.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"철강채널, 100×50×5×7.5mm",톤,950000.0,2024-10-30 17:01:36,시설공통자재(건축),철강채널,부가가치세별도,False
"조립식건물부재, 박공판넬, 0.6×1.2m",매,10025.0,2024-10-30 17:01:36,시설공통자재(건축),조립식건물부재,부가가치세별도,False
"조립식건물부재, 외부판넬, 철재문, 1.2×2.4m",매,173370.0,2024-10-30 17:01:36,시설공통자재(건축),조립식건물부재,부가가치세별도,False
"육각볼트, 스테인리스, M14×30mm",개,471.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M16×40mm",개,675.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M18×100",개,585.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M16×160",개,634.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M16×180",개,708.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M18×40",개,390.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M18×70",개,482.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"철강채널, 200×80×7.5×11mm",톤,950000.0,2024-10-30 17:01:36,시설공통자재(건축),철강채널,부가가치세별도,False
"육각볼트, 스테인리스, M18×70mm",개,1513.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M16×30mm",개,590.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M14×100mm",개,1023.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M12×90mm",개,616.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M16×60",개,265.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M16×65",개,280.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M16×55",개,253.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M14×L180mm",개,919.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M14×150",개,498.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M18×45",개,401.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M18×110",개,622.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M18×60",개,452.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M18×50",개,419.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M16×200",개,758.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M18×90",개,554.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M18×75",개,500.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M18×55",개,437.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"중밀도섬유판, 15×1220×2440mm",㎡,7547.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"중밀도섬유판, 25×1220×2440mm",매,41661.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"중밀도섬유판, 18×1220×2440mm",㎡,8695.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"중밀도섬유판, 18×1220×2440mm",매,25890.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"철강채널, 75×40×5×7mm",톤,950000.0,2024-10-30 17:01:36,시설공통자재(건축),철강채널,부가가치세별도,False
"철강채널, 125×65×6×8mm",톤,950000.0,2024-10-30 17:01:36,시설공통자재(건축),철강채널,부가가치세별도,False
"철강채널, 150×75×6.5×10mm",톤,950000.0,2024-10-30 17:01:36,시설공통자재(건축),철강채널,부가가치세별도,False
"육각볼트, M16×150",개,563.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, M18×80",개,516.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"중밀도섬유판, 12×1220×2440mm",매,17416.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"조립식건물부재, CANOPY, 0.6×1.2m",매,25482.0,2024-10-30 17:01:36,시설공통자재(건축),조립식건물부재,부가가치세별도,False
"조립식건물부재, 외부판넬, 벽, 1.2×2.4m",매,44135.0,2024-10-30 17:01:36,시설공통자재(건축),조립식건물부재,부가가치세별도,False
"조립식건물부재, 내부판넬, 벽, 1.2×2.4m",매,39427.0,2024-10-30 17:01:36,시설공통자재(건축),조립식건물부재,부가가치세별도,False
"조립식건물부재, T-BAR, 24×38×0.4mm",m,1439.0,2024-10-30 17:01:36,시설공통자재(건축),조립식건물부재,부가가치세별도,False
"조립식건물부재, 중도리, c-60×30×10×2.3mm",개,1723.0,2024-10-30 17:01:36,시설공통자재(건축),조립식건물부재,부가가치세별도,False
"조립식건물부재, 외부판넬, 창문, 1.2×2.4m",매,79995.0,2024-10-30 17:01:36,시설공통자재(건축),조립식건물부재,부가가치세별도,False
"중밀도섬유판, 9.0×1220×2440mm",매,14374.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"중밀도섬유판, 9.0×1220×2440mm",㎡,4828.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"중밀도섬유판, 20×1220×2440mm",매,33334.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"중밀도섬유판, 30×1220×2440mm",매,50586.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"중밀도섬유판, 12×1220×2440mm",㎡,5849.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"중밀도섬유판, 22×1220×2440mm",매,36518.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"중밀도섬유판, 22×1220×2440mm",㎡,12265.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"중밀도섬유판, 15×1220×2440mm",매,22468.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"중밀도섬유판, 20×1220×2440mm",㎡,11198.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"중밀도섬유판, 25×1220×2440mm",㎡,13993.0,2024-10-30 17:01:36,시설공통자재(건축),중밀도섬유판,부가가치세별도,False
"육각볼트, 스테인리스, M16×50mm",개,758.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M10×40mm",개,233.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M10×50mm",개,268.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M10×90mm",개,428.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M12×60mm",개,446.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M16×60mm",개,849.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M18×100mm",개,1912.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M10×25mm",개,186.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M18×170mm",개,4799.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M14×90mm",개,942.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M18×90mm",개,1786.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M18×130mm",개,2448.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M18×180mm",개,5100.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M14×50mm",개,599.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M18×150mm",개,2815.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M12×100mm",개,681.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M12×150mm",개,966.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M14×40mm",개,525.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M18×60mm",개,1410.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M18×80mm",개,1660.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M18×160mm",개,4497.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M12×45mm",개,366.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M14×60mm",개,679.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M14×70mm",개,769.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M14×150mm",개,1510.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M14×80mm",개,852.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M12×130mm",개,846.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M12×35mm",개,317.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"육각볼트, 스테인리스, M14×130mm",개,1323.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"전산볼트, 스테인리스강, M6×1000mm",개,1319.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 탄소강, M10×1000mm",개,1084.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 탄소강, M14×1000mm",개,2241.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 탄소강, M16×1000mm",개,3043.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 탄소강, M22×1000mm",개,5849.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 탄소강, M27×1000mm",개,8987.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 탄소강, M18×1000mm",개,3929.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 스테인리스강, M8×1000mm",개,2177.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 탄소강, M8×1000mm",개,724.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 탄소강, M20×1000mm",개,4913.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 탄소강, M24×1000mm",개,7389.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 탄소강, M36×1000mm",개,16694.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 스테인리스강, M12×1000mm",개,5061.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 탄소강, M6×1000mm",개,541.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 탄소강, M30×1000mm",개,11557.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 스테인리스강, M10×1000mm",개,3479.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 탄소강, M12×1000mm",개,1430.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"육각볼트, M18×25",개,390.0,2024-10-30 17:01:36,시설공통자재(건축),육각볼트,부가가치세별도,False
"전산볼트, 스테인리스강, M22×1000mm",개,17942.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 스테인리스강, M20×1000mm",개,15569.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 스테인리스강, M16×1000mm",개,7079.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 스테인리스강, M18×1000mm",개,9344.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 스테인리스강, M19×1000mm",개,11533.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 스테인리스강, M24×1000mm",개,21306.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"전산볼트, 스테인리스강, M25×1000mm",개,31437.0,2024-10-30 17:01:36,시설공통자재(건축),전산볼트,부가가치세별도,False
"앵커볼트, M19×250mm",개,1205.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M13×400mm",개,821.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M19×400mm",개,1845.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M19×300mm",개,1386.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M25×400mm",개,3800.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M22×300mm",개,2048.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M25×600mm",개,4558.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M22×250mm",개,1834.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M22×500mm",개,2978.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M19×600mm",개,2273.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M25×500mm",개,4185.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M22×400mm",개,2657.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M22×600mm",개,3287.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M16×300mm",개,1056.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M16×200mm",개,756.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M13×250mm",개,649.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M13×200mm",개,574.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M16×250mm",개,896.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M16×150mm",개,618.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M13×300mm",개,745.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M19×200mm",개,1056.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M19×150mm",개,906.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M16×600mm",개,1579.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M16×500mm",개,1450.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M13×150mm",개,500.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"앵커볼트, M16×400mm",개,1322.0,2024-10-30 17:01:36,시설공통자재(건축),앵커볼트,부가가치세별도,False
"일반구조용각형강관, 각형강관, 40×20×1.4t",m,1740.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용탄소강관, 흑관, Φ26.7×1.8mm",m,1510.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 열연, Φ38.1×1.4mm",m,1570.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 열연, Φ76.2×1.4mm",m,3430.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 흑관, Φ42.2×1.8mm",m,2420.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 흑관, Φ48.1×1.8mm",m,2680.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 흑관, Φ76.3×2.0mm",m,5030.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 열연, Φ22.2×1.4mm",m,860.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 열연, Φ31.8×1.4mm",m,1290.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 250×250×9.0t",m,105070.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 75×75×4.5t",m,11590.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 150×150×6.0t",m,34070.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 40×20×2.3t",m,2230.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 100×100×4.5t",m,15830.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 75×45×1.6t",m,3500.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 100×100×2.3t",m,7830.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 150×150×9.0t",m,54150.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 30×20×2.3t",m,1840.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 40×20×1.6t",m,1740.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 75×45×3.2t",m,6480.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용탄소강관, 열연, Φ63.5×1.4mm",m,2840.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 열연, Φ25.4×1.4mm",m,1020.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 열연, Φ19.1×1.4mm",m,750.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 흑관, Φ21.2×1.8mm",m,1170.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 흑관, Φ33.5×1.8mm",m,1860.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 흑관, Φ60.3×2.0mm",m,3890.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 흑관, Φ139.8×2.9mm",m,13630.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 열연, Φ50.8×1.4mm",m,2190.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 열연, Φ101.5×1.4mm",m,4810.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용탄소강관, 흑관, Φ114.3×2.3mm",m,8770.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용탄소강관,부가가치세별도,False
"일반구조용각형강관, 75×75×6.0mm",m,15290.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 100×100×3.2t",m,11200.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 200×200×6.0t",m,51040.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 75×75×1.6t",m,4520.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 100×100×6.0t",m,21090.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 60×40×3.2t",m,5310.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 50×30×1.6t",m,2310.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 30×20×1.4t",m,1460.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 50×30×4.5mm",m,5950.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 75×75×2.3t",m,5810.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 75×75×3.2t",m,8250.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 30×20×1.6t",m,1460.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 50×30×1.4t",m,2310.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 50×30×3.2t",m,4130.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 75×45×2.3t",m,4590.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 125×125×3.2t",m,14440.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 125×125×4.5t",m,20740.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 250×250×6.0t",m,70280.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"일반구조용각형강관, 각형강관, 250×250×12.0t",m,136190.0,2024-10-30 17:01:36,시설공통자재(건축),일반구조용각형강관,부가가치세별도,False
"자기질타일, 석재타일, 200×200×18mm",㎡,33000.0,2024-10-30 17:01:36,시설공통자재(건축),자기질타일,부가가치세별도,False
"셔터, 전동일반셔터(전동개폐기별도), W9×H3m, 강재t1.2(EGI)",㎡,189400.0,2024-10-30 17:01:36,시설공통자재(건축),셔터,부가가치세별도,False
"셔터, 웨이브셔터(전동개폐기별도), W2.7×H1.8, SSTΦ13.8",㎡,328000.0,2024-10-30 17:01:36,시설공통자재(건축),셔터,부가가치세별도,False
"셔터, 웨이브셔터(전동개폐기별도), W6×H3.6, SSTΦ13.8",㎡,261000.0,2024-10-30 17:01:36,시설공통자재(건축),셔터,부가가치세별도,False
"셔터, 전동일반셔터(전동개폐기별도), W10×H3m, 강재t1.2(EGI)",㎡,189400.0,2024-10-30 17:01:36,시설공통자재(건축),셔터,부가가치세별도,False
