prceNticeNo,nticeDt,bsnsDivCd,bsnsDivNm,prdctClsfcNo,prdctIdntNo,invstDeptNm,invstDeptTelNo,invstOfclNm,prdctClsfcNoNm,krnPrdctNm,unit,prce,cntrctCorpNm,cntrctCorpTelNo,splyJrsdctRgnNm,etcCntnts,mtrlcst,lbrcst,gnrlexpns,prodctFld,vatYnNm,prceDiv,dlvryCndtnNm,distbStep,payCndtn,treekndNo,specThtLen,specWtrtbBtLen,specWtrtbLen,specBhtDmLen,specRootDmLen
R25CW23002322,2025-04-24 00:00:00,포110005,시설공통자재(토목),31151505,23001369,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ40×6×37mm",m,20744,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002321,2025-04-24 00:00:00,포110005,시설공통자재(토목),31151505,23001370,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ42×6×37mm",m,25220,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002320,2025-04-24 00:00:00,포110005,시설공통자재(토목),31151505,23001371,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ44×6×37mm",m,28120,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002319,2025-04-24 00:00:00,포110005,시설공통자재(토목),31151505,23001372,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ46×6×37mm",m,30700,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002318,2025-04-24 00:00:00,포110005,시설공통자재(토목),31151505,23001373,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ48×6×37mm",m,33380,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002371,2025-04-24 00:00:00,포110005,시설공통자재(토목),31151505,23001291,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ6×6×19mm",m,1000,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002370,2025-04-24 00:00:00,포110005,시설공통자재(토목),31151505,23001292,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ8×6×19mm",m,1478,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002369,2025-04-24 00:00:00,포110005,시설공통자재(토목),31151505,23001293,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ9×6×19mm",m,1636,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002368,2025-04-24 00:00:00,포110005,시설공통자재(토목),31151505,23001294,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ10×6×19mm",m,1832,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002367,2025-04-24 00:00:00,포110005,시설공통자재(토목),31151505,23001295,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ11×6×19mm",m,2124,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW23002366,2025-04-24 00:00:00,포110005,시설공통자재(토목),31151505,23001296,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ12×6×19mm",m,2306,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311807,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001352,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ12×6×37mm",m,2510,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311806,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001353,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ13×6×37mm",m,2730,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311805,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001354,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ14×6×37mm",m,3040,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311804,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001355,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ16×6×37mm",m,3750,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311803,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001356,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ18×6×37mm",m,4560,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311802,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001357,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ19×6×37mm",m,5070,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311801,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001358,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ20×6×37mm",m,5380,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311800,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001359,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ22×6×37mm",m,6520,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311799,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001360,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ24×6×37mm",m,7770,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311798,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001361,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ25×6×37mm",m,8410,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311797,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001362,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ26×6×37mm",m,9090,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311796,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001363,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ28×6×37mm",m,10560,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311795,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001364,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ30×6×37mm",m,12120,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311794,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001365,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ32×6×37mm",m,13800,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311793,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001366,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ34×6×37mm",m,15520,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311792,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001367,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ36×6×37mm",m,17390,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311791,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001368,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ38×6×37mm",m,19180,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311790,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001369,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ40×6×37mm",m,21360,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311789,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001370,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ42×6×37mm",m,25960,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311788,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001371,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ44×6×37mm",m,28950,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311787,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001372,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ46×6×37mm",m,31610,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311786,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001373,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ48×6×37mm",m,34370,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311839,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001291,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ6×6×19mm",m,1020,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311838,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001292,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ8×6×19mm",m,1520,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311837,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001293,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ9×6×19mm",m,1680,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311836,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001294,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ10×6×19mm",m,1880,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311835,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001295,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ11×6×19mm",m,2180,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311834,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001296,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ12×6×19mm",m,2370,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311833,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001297,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ13×6×19mm",m,2410,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311832,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001298,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ14×6×19mm",m,2670,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311831,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001299,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ16×6×19mm",m,3320,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311830,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001300,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ18×6×19mm",m,4070,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311829,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001306,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ19×6×19mm",m,4480,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311828,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001307,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ20×6×19mm",m,4850,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311827,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001308,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ22×6×19mm",m,6230,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311826,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001309,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ24×6×19mm",m,7230,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311825,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001310,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ25×6×19mm",m,7730,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311824,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001311,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ26×6×19mm",m,8290,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311823,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001312,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ28×6×19mm",m,9830,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311822,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001313,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ30×6×19mm",m,10910,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311821,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001314,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ32×6×19mm",m,12400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311820,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001315,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ34×6×19mm",m,13790,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311819,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001316,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ36×6×19mm",m,15460,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311818,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001317,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ38×6×19mm",m,17050,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311817,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001318,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ40×6×19mm",m,18990,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311816,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001319,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ42×6×19mm",m,22390,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311815,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001320,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ44×6×19mm",m,26020,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311814,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001321,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ46×6×19mm",m,28910,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311813,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001322,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ48×6×19mm",m,32700,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311812,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001347,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ6×6×37mm",m,1160,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311811,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001348,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ8×6×37mm",m,1560,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311810,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001349,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ9×6×37mm",m,1870,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311809,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001350,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ10×6×37mm",m,2030,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R25CW24311808,2025-10-23 00:00:00,포110005,시설공통자재(토목),31151505,23001351,토목환경과,070-4056-7380,박신영,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ11×6×37mm",m,2400,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851896,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001373,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ48×6×37mm",m,33990,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851909,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001360,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ24×6×37mm",m,7680,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851908,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001361,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ25×6×37mm",m,8310,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851907,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001362,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ26×6×37mm",m,8990,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851906,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001363,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ28×6×37mm",m,10440,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851905,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001364,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ30×6×37mm",m,11980,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851904,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001365,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ32×6×37mm",m,13650,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851903,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001366,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ34×6×37mm",m,15350,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851902,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001367,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ36×6×37mm",m,17200,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851901,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001368,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ38×6×37mm",m,18970,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851900,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001369,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ40×6×37mm",m,21120,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851899,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001370,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ42×6×37mm",m,25670,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851898,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001371,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ44×6×37mm",m,28630,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851897,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001372,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ46×6×37mm",m,31260,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851936,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001309,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ24×6×19mm",m,7150,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851935,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001310,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ25×6×19mm",m,7640,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851934,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001311,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ26×6×19mm",m,8200,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851933,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001312,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ28×6×19mm",m,9720,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851932,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001313,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ30×6×19mm",m,10790,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851931,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001314,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ32×6×19mm",m,12260,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851930,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001315,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ34×6×19mm",m,13640,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851929,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001316,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ36×6×19mm",m,15290,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851928,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001317,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ38×6×19mm",m,16860,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851927,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001318,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ40×6×19mm",m,18780,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851926,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001319,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ42×6×19mm",m,22140,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851925,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001320,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ44×6×19mm",m,25730,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851924,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001321,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ46×6×19mm",m,28590,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851923,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001322,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ48×6×19mm",m,32340,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
R26CW25851922,2026-04-20 00:00:00,포110005,시설공통자재(토목),31151505,23001347,토목환경과,070-4056-7380,문대일,"와이어로프(철심,비도금)","와이어로프, 철심, 비도금, Φ6×6×37mm",m,1140,,,,,0,0,0,,부가가치세별도,기타가격,현장도착도,,,,,,,,
