prceNticeNo,nticeDt,bsnsDivCd,bsnsDivNm,prdctClsfcNo,prdctIdntNo,invstDeptNm,invstDeptTelNo,invstOfclNm,prdctClsfcNoNm,krnPrdctNm,unit,prce,cntrctCorpNm,cntrctCorpTelNo,splyJrsdctRgnNm,etcCntnts,mtrlcst,lbrcst,gnrlexpns,prodctFld,vatYnNm,prceDiv,dlvryCndtnNm,distbStep,payCndtn,treekndNo,specThtLen,specWtrtbBtLen,specWtrtbLen,specBhtDmLen,specRootDmLen
R24CW21467406,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023395,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M6×35",개,20,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467458,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023427,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×130",개,150,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467448,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023421,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×80",개,78,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467456,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023426,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×120",개,138,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467452,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023424,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×100",개,94,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467442,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023418,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×65",개,65,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467438,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023416,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×55",개,50,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467404,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023394,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M6×30",개,19,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467402,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023393,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M6×25",개,18,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467454,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023425,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×110",개,129,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467450,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023423,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×90",개,89,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467408,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023396,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M6×40",개,23,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467400,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023392,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M6×20",개,16,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467444,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023419,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×70",개,67,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467436,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023415,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×50",개,50,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467410,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023397,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M6×45",개,25,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467670,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023531,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×35",개,390,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467658,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023525,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×170",개,663,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467682,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023537,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×65",개,471,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467668,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023530,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×30",개,390,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467662,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023527,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×190",개,732,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467652,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023522,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×140",개,529,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467698,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023545,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×120",개,653,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467690,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023541,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×85",개,536,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467688,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023540,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×80",개,516,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467654,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023523,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×150",개,563,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467696,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023544,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×110",개,622,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467680,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023536,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×60",개,452,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467676,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023534,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×50",개,419,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467664,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023528,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×200",개,758,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467692,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023542,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×90",개,554,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467686,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023539,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×75",개,500,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467678,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023535,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×55",개,437,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467674,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023533,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×45",개,401,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467684,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023538,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×70",개,482,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467672,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023532,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×40",개,390,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467660,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023526,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×180",개,708,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467656,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023524,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×160",개,634,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467694,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023543,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×100",개,585,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467970,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023687,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, 스테인리스, M16×40mm",개,675,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467948,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023675,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, 스테인리스, M14×30mm",개,471,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21468010,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023708,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, 스테인리스, M18×70mm",개,1513,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467968,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023686,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, 스테인리스, M16×30mm",개,590,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467962,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023682,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, 스테인리스, M14×100mm",개,1023,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467936,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023668,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, 스테인리스, M12×90mm",개,616,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467630,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023511,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×60",개,265,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467632,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023512,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×65",개,280,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467628,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023510,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×55",개,253,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467610,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,22617133,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M14×L180mm",개,919,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467604,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023503,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M14×150",개,498,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467650,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023521,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×130",개,486,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467646,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023519,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×110",개,425,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467642,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023517,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×90",개,351,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467636,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023514,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×75",개,309,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467606,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,22617131,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M14×L160mm",개,841,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467640,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023516,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×85",개,337,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467618,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023505,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×30",개,194,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467624,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023508,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×45",개,226,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467622,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023507,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×40",개,215,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467634,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023513,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×70",개,291,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467626,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023509,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×50",개,240,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467620,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023506,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×35",개,203,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467648,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023520,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×120",개,450,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467638,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023515,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×80",개,324,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467612,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,22617134,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M14×L190mm",개,959,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467644,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023518,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×100",개,380,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467614,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,22617135,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M14×L200mm",개,1020,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467616,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023504,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×25",개,187,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467608,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,22617132,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M14×L170mm",개,881,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467446,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023420,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×75",개,72,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467440,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023417,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×60",개,60,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467406,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023395,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M6×35",개,20,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467458,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023427,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×130",개,150,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467448,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023421,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×80",개,78,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467456,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023426,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×120",개,138,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467452,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023424,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×100",개,94,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467442,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023418,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×65",개,65,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467438,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023416,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×55",개,50,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467404,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023394,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M6×30",개,19,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467402,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023393,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M6×25",개,18,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467454,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023425,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×110",개,129,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467450,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023423,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×90",개,89,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467408,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023396,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M6×40",개,23,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467400,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023392,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M6×20",개,16,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467444,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023419,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×70",개,67,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467436,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023415,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M8×50",개,50,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467410,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023397,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M6×45",개,25,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467670,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023531,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×35",개,390,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467658,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023525,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×170",개,663,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467682,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023537,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×65",개,471,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467668,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023530,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×30",개,390,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467662,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023527,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×190",개,732,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467652,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023522,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×140",개,529,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467698,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023545,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×120",개,653,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467690,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023541,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×85",개,536,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467688,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023540,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×80",개,516,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467654,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023523,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×150",개,563,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467696,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023544,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×110",개,622,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467680,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023536,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×60",개,452,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467676,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023534,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×50",개,419,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467664,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023528,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×200",개,758,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467692,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023542,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×90",개,554,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467686,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023539,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×75",개,500,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467678,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023535,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×55",개,437,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467674,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023533,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×45",개,401,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467684,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023538,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×70",개,482,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467672,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023532,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M18×40",개,390,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
R24CW21467660,2024-10-30 17:01:36,포110002,시설공통자재(건축),31161620,10023526,건축설비과,042-724-7109,이상대,육각볼트,"육각볼트, M16×180",개,708,,,002,,,,,,부가가치세별도,기타가격,현장도착도,수요자지정장소도,,,,,,,
